ticker,name,listed_date,sic_code,market_cap,weighted_shares
DUOL,"Duolingo, Inc. Class A Common Stock",2021-07-28,7372,3408603642.88,39161347.0
DUOT,"Duos Technologies Group, Inc. Common Stock",2008-06-30,7372,26514193.95,6095217.0
DV,"DoubleVerify Holdings, Inc.",2021-04-21,7370,3474445018.75,163503295.0
DVA,DaVita Inc.,1995-10-31,8090,8443050000.0,94600000.0
DVAX,Dynavax Technologies Corporation,2004-02-19,2834,1305439367.115,126312469.0
DVN,Devon Energy Corporation,1988-09-30,1311,46398000000.0,660000000.0
DWAC,Digital World Acquisition Corp. Class A Common Stock,2021-09-30,7370,1064713539.74,37214734.0
DWIN,Delwinds Insurance Acquisition Corp.,2021-01-29,6311,160949068.28,16078828.0
DWSN,Dawson Geophysical Company New Common Stock,1994-09-22,1382,38097345.167100005,23812329.0
DX,"Dynex Capital, Inc.",1988-02-29,6798,603241530.98,40925477.0
DXC,DXC Technology Company,1968-11-26,7374,7148886623.4,230683660.0
DXCM,"DexCom, Inc.",2005-04-14,3841,26745204298.48,392503732.0
DXLG,"Destination XL Group, Inc. Common Stock",1987-06-09,5651,266361627.825,63646745.0
DXPE,DXP Enterprises Inc,1995-01-13,5084,556109384.43,18642621.0
DXR,Daxor Corporation Common Stock,1992-03-17,3841,53331938.7671,4040329.0
DXYN,Dixie Group Inc,1986-11-25,2273,25030848.96,16045416.0
DY,"Dycom Industries, Inc.",1984-05-31,1623,2678442891.585,29551971.0
DYAI,"Dyadic International, Inc.",2004-11-05,2836,69247184.65,28264157.0
DYN,"Dyne Therapeutics, Inc. Common Stock",2020-09-17,2834,263949502.53000003,51653523.0
DYNT,Dynatronics Corp,1983-11-16,3841,12043644.867,18198315.0
DZSI,DZS Inc. Common Stock,2003-11-14,3661,451524297.75000006,27616165.0
EA,Electronic Arts Inc,1989-09-20,7372,35437329329.05,279893605.0
EAC,Edify Acquisition Corp. Class A Common Stock,2021-02-16,6770,338100000.0,34500000.0
EAF,GrafTech International Ltd.,2018-04-19,3620,2089598181.9899998,260223933.0
EAR,"Eargo, Inc. Common Stock",2020-10-16,3842,43294413.800000004,39358558.0
EARN,ELLINGTON RESIDENTIAL MORTGAGE REIT,2013-05-01,6798,88754199.02,13109926.0
EAST,"EASTSIDE DISTILLING , INC.",2013-07-23,2080,9373267.2768,15285824.0
EAT,"Brinker International, Inc.",1989-07-28,5812,1136361104.64,43841092.0
EB,"Eventbrite, Inc. Class A Common Stock",2018-09-20,7370,1034480316.42,97684638.0
EBAC,European Biotech Acquisition Corp. Class A Ordinary Shares,2021-05-06,6770,160706044.8,16398576.0
EBAY,eBay Inc,1998-09-24,7389,23804487580.2,559842135.0
EBC,"Eastern Bankshares, Inc. Common Stock",2020-10-15,6035,3402321372.125,182674973.0
EBET,"EBET, INC. Common Stock",2021-04-15,7900,40759120.57,14666830.0
EBF,"Ennis, Inc.",1969-01-20,2761,445640427.6,25819260.0
EBIX,Ebix Inc,1990-03-26,7373,713592085.99,30904811.0
EBMT,"Eagle Bancorp Montana, Inc",2000-04-06,6022,152927592.29999998,8091407.0
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,2020-06-26,,131163435.89999999,187376337.0
EBS,"Emergent Biosolutions, Inc.",2006-11-15,2834,1383458186.84,50243624.0
EBTC,Enterprise Bancorp Inc.,2005-02-14,6022,358035933.07460004,12103946.0
ECL,"Ecolab, Inc.",1986-12-10,2840,42788287464.93,285655167.0
ECOM,CHANNELADVISOR CORPORATION,2013-05-23,7372,417518871.0,30475830.0
ECOR,"electroCore, Inc. Common Stock",2018-06-22,3845,42114825.3075,70769325.0
ECPG,"Encore Capital Group, Inc.",1999-07-09,6153,1385215451.5,24259465.0
ECVT,Ecovyst Inc.,2017-09-29,2800,1278785796.02,138696941.0
ED,"Consolidated Edison, Inc.",1948-06-21,4931,31057494265.079998,354294938.0
EDBL,Edible Garden AG Incorporated Common Stock,2022-05-05,,12451071.747599998,8454588.0
EDIT,"Editas Medicine, Inc. Common Stock",2016-02-03,2836,683665515.36,68641116.0
EDNC,Endurance Acquisition Corp. Class A Ordinary Shares,2021-11-05,6770,247000000.00000003,25000000.0
EDR,"Endeavor Group Holdings, Inc.",2021-04-29,7900,5639202208.75,284019250.0
EDRY,EuroDry Ltd. Common Shares,2018-05-24,,63813515.26,2919191.0
EDSA,"Edesa Biotech, Inc. Common Shares",2010-06-21,2834,26749756.509999998,15462287.0
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,2020-07-23,,18476000.0,14900000.0
EDTX,EdtechX Holdings Acquisition Corp. II Class A common stock,2021-02-12,6770,146050000.0,14375000.0
EDUC,Educational Development Corp,1970-12-01,5190,41047734.78,8715018.0
EE,"Excelerate Energy, Inc.",2022-04-13,4924,697310675.52,26254167.0
EEFT,Euronet Worldwide Inc,1997-03-07,6099,5287076585.820001,50550498.0
EEIQ,Elite Education Group International Ltd. Common Stock,2021-03-25,,17246194.54,10915313.0
EEX,"Emerald Holding, Inc.",2017-04-28,7389,251768437.56,70130484.0
EFC,Ellington Financial Inc. Common Stock,2010-10-08,6500,821729003.655,60045963.0
EFOI,"Energy Focus, Inc.",1994-08-18,3640,13391587.275,6453777.0
EFSC,Enterprise Financial Services Corporation,1998-09-08,6022,1562666431.52,37241812.0
EFTR,"eFFECTOR Therapeutics, Inc. Common Stock",2021-08-26,2834,60323881.8798,41095362.0
EFX,"Equifax, Incorporated",1971-05-11,7320,21211686283.41,122335119.0
EGAN,eGain Corporation,1999-09-23,7372,279386509.85999995,31820787.0
EGBN,Eagle Bancorp Inc,1999-07-14,6022,1460290066.72,32080186.0
EGGF,EG Acquisition Corp.,2021-07-16,6770,273937500.0,28125000.0
EGHT,"8x8, Inc. Common Stock",1997-07-02,7374,677457057.28,118643968.0
EGLE,Eagle Bulk Shipping Inc.,2005-06-23,4412,809661531.7800001,13692906.0
EGLX,Enthusiast Gaming Holdings Inc. Common Stock,2019-10-18,,311873521.44,149939193.0
EGO,Eldorado Gold Corporation,2003-01-23,,1348193535.8,184684046.0
EGP,EastGroup Properties Inc.,1994-05-03,6798,6590739408.82,43549223.0
EGRX,"Eagle Pharmaceuticals, Inc.",2014-02-12,2834,547689151.58,12698566.0
EGY,"Vaalco Energy, Inc.",1992-07-31,1311,447066703.71,58902069.0
EHC,Encompass Health Corporation Common Stock,1989-09-13,8060,5492139774.47,99802649.0
EHTH,"eHealth, Inc.",2006-10-13,6411,244211285.5,26836405.0
EIG,"Employers Holdings, Inc.",2007-01-31,6331,1105933938.0729,27738429.0
EIGR,"Eiger BioPharmaceuticals, Inc.",2014-01-30,2836,224291693.94000003,43216126.0
EIX,Edison International,1988-07-01,4911,23066427551.07,381200257.0
EJFA,EJF Acquisition Corp. Class A Ordinary Share,2021-04-19,6770,354703125.0,35937500.0
EJH,E-Home Household Service Holdings Limited Ordinary Shares,2021-05-14,,15094500.2495,42507745.0
EKSO,"Ekso Bionics Holdings, Inc. Common Stock",2013-04-10,3569,28386347.21,12844501.0
EL,The Estee Lauder Companies Inc. Class A,1995-11-17,2844,86034054238.72,357347200.0
ELA,Envela Corporation,1986-02-05,5944,165586480.65,26924631.0
ELAN,Elanco Animal Health Incorporated Common Stock,2018-09-20,2834,9875469818.343102,474096131.0
ELBM,Electra Battery Materials Corporation Common Stock,2017-02-27,,112056433.335,32339519.0
ELDN,"Eledon Pharmaceuticals, Inc. Common Stock",2014-09-17,2834,45259832.52,13756788.0
ELEV,"Elevation Oncology, Inc. Common stock",2021-06-25,2836,34415869.68,23253966.0
ELF,"e.l.f. Beauty, Inc.",2016-09-22,2844,1340796396.6,52272764.0
ELLO,Ellomay Capital LTD,1995-10-06,,263410547.5,12849295.0
ELMD,"Electromed, Inc.",2010-08-13,3845,94494688.5,8513035.0
ELMS,"Electric Last Mile Solutions, Inc. Class A Common stock",2021-06-28,3711,21419568.5924,124027612.0
ELOX,"Eloxx Pharmaceuticals, Inc. Common Stock",1998-12-11,2836,24262864.92,86653089.0
ELS,"Equity Lifestyle Properties, Inc.",1993-02-25,6798,12713887733.749998,186011525.0
ELSE,Electro-Sensors Inc,1990-04-02,3823,20305215.580000002,3395521.0
ELTK,Eltek Ltd,1997-01-22,,23412166.2594,5849678.0
ELVT,"Elevate Credit, Inc.",2017-04-06,6199,81027781.45,31345370.0
ELY,Callaway Golf Company,1992-02-28,3949,3806575285.5,184695550.0
ELYM,"Eliem Therapeutics, Inc Common Stock",2021-08-10,2834,122601877.5107,26567681.0
ELYS,"Elys Game Technology, Corp. Common Stock",2004-07-12,7372,19666503.89,23694583.0
EMAN,eMagin Corporation,2000-03-20,3674,45888213.75,73421142.0
EMBC,Embecta Corp. Common Stock,2022-03-21,3841,1569218360.6999998,57798098.0
EMBK,"Embark Technology, Inc. Common Stock",2021-11-11,7373,303206017.89125,450361705.0
EMCF,Emclaire Financial Corp,1997-03-24,6021,93024560.11999999,2735212.0
EME,"EMCOR Group, Inc.",1994-10-28,1731,5098851816.8,51141944.0
EMKR,Emcore Corp,1997-03-06,3674,120067273.60000001,37521023.0
EML,Eastern Company,1992-03-17,3420,127386006.96,6239824.0
EMLD,FTAC Emerald Acquisition Corp. Class A Common Stock,2022-02-07,6770,337713527.20000005,34460564.0
EMN,Eastman Chemical Company,1994-01-01,2821,12334042139.1,128882363.0
EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series due October 1, 2066",,4911,,
EMR,Emerson Electric Co.,1953-04-23,3600,50127660000.0,594000000.0
EMWP,Eros Media World PLC,2013-11-13,,43622915.5,18966485.0
EMX,EMX Royalty Corporation,2012-01-30,,205651217.07270002,109383127.0
ENB,"Enbridge, Inc",2001-10-30,4610,86810226514.20001,2026382505.0
ENCP,Energem Corp Class A Ordinary Shares,2022-01-10,6770,131948350.63999999,13142266.0
ENDP,Endo International plc,2000-07-18,2834,71962387.16205,235113574.0
ENER,Accretion Acquisition Corp. Common Stock,2021-12-01,6770,255790800.0,25995000.0
ENFN,"Enfusion, Inc.",2021-10-21,7372,622057496.165,65583289.0
ENG,ENGlobal Corp,1995-01-20,8711,35813780.0514,35228979.0
ENJY,"Enjoy Technology, Inc. Common Stock",2021-10-18,7389,28487015.547999997,120707693.0
ENLC,"ENLINK MIDSTREAM, LLC",2004-01-13,4922,4699704755.62,483011794.0
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,2014-07-31,,73861176.53999999,18373427.0
ENOB,Enochian Biosciences Inc. Common Shares,2014-11-18,2834,181618386.81,52949967.0
ENOV,Enovis Corporation,2008-05-08,3842,3279134107.2,54030880.0
ENPC,Executive Network Partnering Corporation,2020-11-06,6770,448500320.0,44384000.0
ENPH,"Enphase Energy, Inc.",2012-03-30,3674,24084311849.235,135028239.0
ENR,"Energizer Holdings, Inc",2015-06-12,3690,1856781879.84,71250264.0
ENS,"EnerSys, Inc.",2004-07-30,3690,2500948382.6400003,40652607.0
ENSC,"Ensysce Biosciences, Inc. Common Stock",2021-07-01,2834,15898037.92,34560952.0
ENSG,"The Ensign Group, Inc.",2007-11-09,8051,4022642853.2700005,55477077.0
ENSV,Enservco Corp.,1997-01-08,1389,31097014.720000003,11432726.0
ENTA,"Enanta Pharmaceuticals, Inc",2013-03-21,2834,841556635.33,20712691.0
ENTF,Enterprise 4.0 Technology Acquisition Corp. Class A Ordinary Shares,2021-12-09,6770,380854000.0,38200000.0
ENTG,Entegris Inc,2000-07-11,3089,13398072082.4,135883084.0
ENTX,Entera Bio Ltd. Ordinary Shares,2018-06-28,2836,51857861.4,28809923.0
ENV,"ENVESTNET, INC.",2010-07-29,7389,3025919987.98,55187306.0
ENVA,"Enova International, Inc.",2014-10-30,6141,909749813.72,32560838.0
ENVB,"Enveric Biosciences, Inc. Common Stock",1995-08-24,2834,10795063.8852,52684548.0
ENVX,Enovix Corporation Common Stock,2021-07-15,3690,1669424862.72,156827136.0
ENZ,"Enzo Biochem, Inc.",1980-06-30,8071,104237589.56,48709154.0
EOCW,Elliott Opportunity II Corp.,2021-08-19,6770,740542500.0,76187500.0
EOG,"EOG Resources, Inc.",1989-10-04,1311,76230608510.95,585713473.0
EOLS,"Evolus, Inc. Common Stock",2018-02-08,2834,649047304.2,56048990.0
EOSE,"Eos Energy Enterprises, Inc. Class A Common Stock",2020-11-17,3690,86877777.69000001,58503554.0
EP,Empire Petroleum Corporation,,4922,309186962.19,20090121.0
EPAC,Enerpac Tool Group Corp.,1987-08-05,3590,1177720392.6499999,60551177.0
EPAM,"EPAM SYSTEMS, INC.",2012-02-08,7371,15750280743.47,57151133.0
EPC,Edgewell Personal Care Company,2000-04-04,2844,1746703788.9599998,52802412.0
EPD,Enterprise Products Partners L.P.,1998-07-28,4922,57236895030.0,2180453144.0
EPHY,Epiphany Technology Acquisition Corp. Class A Common Stock,2021-03-01,6770,502435875.0,51112500.0
EPIX,ESSA Pharma Inc. Common Stock,2015-03-12,2834,197387456.00000003,44059700.0
EPM,Evolution Petroleum Corporation,1996-04-11,1311,221685734.97,33742121.0
EPR,EPR Properties,1997-11-18,6798,3265301494.215,74969613.0
EPRT,"Essential Properties Realty Trust, Inc.",2018-06-21,6798,2603361106.05,131151693.0
EPSN,Epsilon Energy Ltd.,2007-11-08,1311,152980561.30499998,23773203.0
EPWR,Empowerment & Inclusion Capital I Corp.,2021-03-01,6770,338790000.0,34500000.0
EPZM,"Epizyme, Inc",2013-05-31,2834,108091754.3244,164874549.0
EQ,"Equillium, Inc. Common Stock",2018-10-12,2834,71979385.8,34275898.0
EQBK,"Equity Bancshares, Inc. Class A Common Stock",2015-11-11,6022,487478030.25,16276395.0
EQC,Equity Commonwealth,1986-12-31,6798,3061505967.21,112514001.0
EQD,Equity Distribution Acquisition Corp.,2020-11-06,6770,513360000.0,51750000.0
EQH,"Equitable Holdings, Inc.",2018-05-10,6411,9974728283.52,381005664.0
EQHA,EQ Health Acquisition Corp.,2021-03-22,6770,269499510.0,27499950.0
EQIX,"Equinix, Inc. Common Stock REIT",2000-08-11,6798,56241461237.78,91021802.0
EQOS,EQONEX LIMITED Ordinary Shares,2020-10-01,,39466460.8884,46442058.0
EQR,Equity Residential,1993-08-12,6798,25807752096.87,376041849.0
EQRX,"EQRx, Inc. Common Stock",2021-12-20,2834,1802283627.29,487762822.0
EQS,"Equus Total Return, Inc.",1992-09-11,,36498994.2,13518146.0
EQT,EQT CORP,1950-06-05,1311,14962500695.45,369535705.0
EQX,Equinox Gold Corp.,2018-08-03,,1608553884.8999999,303500733.0
ERAS,"Erasca, Inc. Common Stock",2021-07-16,2834,592228446.3000001,121857705.0
ERES,East Resources Acquisition Company Class A Common Stock,2020-09-14,6770,429956250.0,43125000.0
ERF,Enerplus Corporation,2000-11-17,,3909923225.5800004,240462683.0
ERIE,Erie Indemnity Co,1995-10-02,6411,9094253842.56,52289868.0
ERII,"Energy Recovery, Inc.",2008-07-02,3559,1085440343.0900002,56562811.0
ERO,Ero Copper Corp.,2017-10-20,,889546642.18,90493046.0
ES,Eversource Energy,2007-11-14,4911,27590250880.0,344878136.0
ESAB,ESAB Corporation,2022-03-21,3569,2700943651.8900003,60034311.0
ESAC,ESGEN Acquisition Corporation Class A Ordinary Shares,2021-12-13,6770,346035000.0,34500000.0
ESBA,"EMPIRE STATE REALTY OP, L.P.  SERIES ES",2013-10-02,6798,1761663344.925,278523849.0
ESCA,Escalade Inc,1972-02-18,3949,173685452.36,13585096.0
ESE,"ESCO Technologies, Inc.",1990-10-19,3669,1637138510.28,25850916.0
ESEA,Euroseas Ltd.(Marshall Islands),2006-05-05,,191980647.8544,7294541.0
ESGR,Enstar Group,1997-05-09,6331,3906603381.24,18043524.0
ESI,Element Solutions Inc.,2013-09-27,2890,4758589628.320001,247714192.0
ESLT,Elbit Systems Ltd,1996-11-27,,8663940906.32,44291912.0
ESM,ESM Acquisition Corporation,2021-04-30,6770,,38367583.0
ESMT,"EngageSmart, Inc.",2021-09-23,7372,2731915838.4,162614038.0
ESNT,Essent Group LTD,2013-10-31,6351,4132945306.8299994,107600763.0
ESOA,Energy Services of America Corporation Common Stock,2006-10-03,1623,45668086.900000006,16667185.0
ESP,Espey Mfg. & Electronics Corp,1978-03-01,3679,35632117.6,2440556.0
ESPR,"Esperion Therapeutics, Inc.",2013-06-26,2834,327004352.61,63006619.0
ESQ,"Esquire Financial Holdings, Inc. Common Stock",2017-06-27,6029,271404733.59999996,8076320.0
ESRT,"EMPIRE STATE REALTY TRUST, INC.",2013-10-02,6798,1110954325.65,167564755.0
ESS,"Essex Property Trust, Inc",1994-06-06,6798,16726560804.48,65333024.0
ESSA,"ESSA Bancorp, Inc.",2007-04-04,6036,176746238.35000002,10489391.0
ESSC,East Stone Acquisition Corporation Ordinary Shares,2020-03-17,7370,72904712.85,7168605.0
ESTA,Establishment Labs Holdings Inc.,2018-07-19,3842,1307046111.54,24197836.0
ESTC,Elastic N.V.,2018-10-05,7372,5884048626.719999,94174914.0
ESTE,Earthstone Energy Inc. Class A Common Stock,1997-01-06,1311,1500371009.6899998,79091777.0
ET,Energy Transfer LP Common Units representing limited partner interests,2006-02-03,4922,33539750775.499996,3085533650.0
ETAC,E.Merge Technology Acquisition Corp. Class A Common Stock,2020-09-18,6770,760476000.0,76200000.0
ETD,Ethan Allen Interiors Inc,1993-03-16,2511,519603171.84,25321792.0
ETN,"Eaton Corporation, plc Ordinary Shares",1948-12-01,3590,51981720000.0,399000000.0
ETNB,"89bio, Inc. Common Stock",2019-11-11,2834,61461179.68,20351384.0
ETON,"Eton Pharmaceutcials, Inc. Common Stock",2018-11-13,2834,70376221.08,25224452.0
ETR,Entergy Corporation,1994-01-03,4911,21561744134.16,203374308.0
ETRN,Equitrans Midstream Corporation Common Stock,2018-10-31,4922,3055999200.8,432763000.0
ETSY,"Etsy, Inc.",2015-04-16,7389,9139857394.2,127119018.0
ETTX,Entasis Therapeutics Holdings Inc.,2018-09-26,2834,104795396.00999999,47851779.0
ETWO,"E2open Parent Holdings, Inc.",2020-06-15,7374,2227198924.22,301380098.0
EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,2020-12-14,6770,133110746.25000001,13459125.0
EURN,EURONAV NV,2009-09-09,,2372974336.32,201783532.0
EVA,Enviva Inc.,2015-04-29,2400,4172738679.68,66561472.0
EVBG,"Everbridge, Inc. Common Stock",2016-09-16,7372,1163482331.55,39540606.0
EVBN,Evans Bancorp Inc,2001-07-09,6021,190506756.64000002,5523536.0
EVC,Entravision Communication,2000-08-01,4833,402137939.02500004,84928815.0
EVCM,EverCommerce Inc. Common Stock,2021-07-01,7372,1517871496.72,195601997.0
EVE,EVe Mobility Acquisition Corp,2022-02-04,6770,342147830.02500004,34473333.0
EVER,"EverQuote, Inc. Class A Common Stock",2018-06-28,7370,240330232.64000002,31374704.0
EVEX,"Eve Holding, Inc.",2022-05-10,3721,2101440449.4,264332132.0
EVFM,"Evofem Biosciences, Inc. Common Stock",2014-11-20,2834,11144150.01,35378254.0
EVGN,EVOGENE LTD.,2013-11-21,,31517271.856,41188280.0
EVGO,EVgo Inc. Class A Common Stock,2021-07-02,5990,562385338.4,69004336.0
EVGR,Evergreen Corporation Class A Ordinary Share,2022-04-01,6770,148627775.0,14907500.0
EVH,"Evolent Health, Inc Class A Common Stock",2015-06-05,8741,2502363433.84,91594562.0
EVI,"EVI Industries, Inc.",1999-11-10,7200,123782686.16000001,12515944.0
EVK,"Ever-Glory International Group, Inc.",1996-11-13,2300,18901433.46,14652274.0
EVLO,"Evelo Biosciences, Inc. Common Stock",2018-05-09,2834,207719467.725,107906217.0
EVLV,"Evolv Technologies Holdings, Inc. Class A Common Stock",2021-07-19,3577,451641755.25,143378335.0
EVOJ,Evo Acquisition Corp. Class A Common Stock,2021-04-01,6770,152974868.75,15625625.0
EVOK,"Evoke Pharma, Inc.",2013-09-25,2834,6886701.54,3343059.0
EVOP,"EVO Payments, Inc. Class A Common Stock",2018-05-23,7389,1124938249.6000001,51602672.0
EVR,Evercore Inc.,2006-08-11,6282,3849832609.935,40595061.0
EVRG,"Evergy, Inc.",1949-09-01,4931,13879993523.86,229478276.0
EVRI,Everi Holdings Inc,2005-08-23,7990,1506215513.68,92179652.0
EVTC,"EVERTEC, INC.",2013-04-12,7374,2504099570.0,71545702.0
EVTL,Vertical Aerospace Ltd.,2021-12-16,,960977080.29,209135382.0
EW,Edwards Lifesciences Corp,2000-04-03,3842,53262362464.44,621751736.0
EWBC,East-West Bancorp Inc,1999-02-08,6022,9145999215.800001,141908444.0
EWCZ,"European Wax Center, Inc. Class A Common Stock",2021-08-05,7200,917019362.25,39441693.0
EWTX,"Edgewise Therapeutics, Inc. Common Stock",2021-03-26,2834,297107104.17700005,49575689.0
EXAS,Exact Sciences Corp,2001-01-30,8071,6491494833.450001,175945110.0
EXC,Exelon Corporation,1993-01-01,4931,40997266729.125,980209605.0
EXEL,Exelixis Inc,2000-04-11,2836,5627395949.945001,320740721.0
EXFY,"Expensify, Inc. Class A Common Stock",2021-11-10,7372,1432100761.65,81601183.0
EXK,Endeavour Silver Corp.,2007-01-29,,611036416.125,181047827.0
EXLS,"ExlService Holdings, Inc.",2006-10-20,7389,4622786067.2,33286190.0
EXN,Excellon Resources Inc.,,,16914456.0585,33795117.0
EXP,"Eagle Materials, Inc.",1994-04-12,3241,4569798767.94,38199438.0
EXPD,Expeditors International of Washington Inc.,1990-03-26,4731,16448268326.199999,167753884.0
EXPE,"Expedia Group, Inc. Common Stock",1999-11-10,4700,15863738974.380001,157097831.0
EXPI,"eXp World Holdings, Inc. Common Stock",2011-01-14,6531,1813453328.43,149501511.0
EXPO,Exponent Inc,1985-04-25,8742,4264918256.1,51821607.0
EXPR,"Express, Inc.",2010-05-13,5600,152708649.15,68021670.0
EXR,"Extra Space Storage, Inc.",2004-08-12,6798,21263216147.7,134279862.0
EXTN,Exterran Corporation,2000-01-27,7359,168573955.66,33315011.0
EXTR,Extreme Networks,1999-04-09,3576,1153316704.3149998,130835701.0
EYE,"National Vision Holdings, Inc. Common Stock",2017-10-26,3851,2208976174.13,81421901.0
EYEN,"Eyenovia, Inc. Common Stock",2018-01-25,2834,62773195.980000004,33568554.0
EYES,"Second Sight Medical Products, Inc",2014-11-19,3845,79212443.75999999,39409176.0
EYPT,"EyePoint Pharmaceuticals, Inc. Common Stock",2008-06-12,3826,267269954.79999998,34047128.0
EZFL,"EzFill Holdings, Inc. Common Stock",2021-09-15,5500,15792541.026199998,26312131.0
EZGO,EZGO Technologies Ltd. Ordinary Shares,2021-01-26,,11014615.9953,13626891.0
EZPW,Ezcorp Inc,1991-08-27,5900,417267786.96000004,56655504.0
F,Ford Motor Company,1972-06-01,3711,48960742023.9,4019765355.0
FA,First Advantage Corporation Common Stock,2021-06-23,7389,1997946591.68,152982128.0
FACA,Figure Acquisition Corp. I,2021-04-12,6770,402499994.40000004,41071428.0
FACT,Freedom Acquisition I Corp.,2021-04-19,6770,422625000.00000006,43125000.0
FAF,First American Financial Corporation,2010-05-24,6361,5711272945.724999,107405227.0
FAMI,"Farmmi, Inc.",2018-02-16,,22991019.2511,22319211.0
FANG,"Diamondback Energy, Inc.",2012-10-12,1311,26448032114.56,177551236.0
FARM,Farmer Bros Co,1990-03-26,2090,89657561.88000001,18448058.0
FARO,Faro Technologies Inc,1997-09-18,3829,529032729.03,18261399.0
FAST,Fastenal Co,1987-08-20,5200,28083818301.28,575606032.0
FAT,FAT Brands Inc. Class A Common Stock,2017-10-23,5812,108091829.17999999,16402402.0
FATBB,FAT Brands Inc. Class B Common Stock,2021-08-23,5812,106405662.2544,16402402.0
FATE,"Fate Therapeutics, Inc.",2013-10-01,2836,1757683056.15,96629085.0
FATH,Fathom Digital Manufacturing Corporation,2021-12-27,3440,243195042.54000002,51306971.0
FATP,Fat Projects Acquisition Corp Class A Ordinary Share,2021-12-03,6770,143451000.0,14490000.0
FBC,"Flagstar Bancorp, Inc. New",1997-04-30,6035,1849754575.8000002,53245670.0
FBHS,"FORTUNE BRANDS HOME & SECURITY, INC.",2011-09-16,2430,7976630617.5199995,130807324.0
FBIO,"Fortress Biotech, Inc.",2011-11-17,2834,101494658.03289999,107413121.0
FBIZ,"First Business Financial Services, Inc.",2005-10-07,6022,271906035.05,8467955.0
FBK,FB Financial Corporation,2016-09-16,6022,1841683916.24,47234776.0
FBMS,"First Bancshares, Inc.",2003-01-02,6021,578548079.1999999,20486830.0
FBNC,First Bancorp/NC,1987-04-30,6022,1236704148.3000002,35639889.0
FBP,First BanCorp.,1993-03-11,6022,2669407237.635,197514409.0
FBRT,"Franklin BSP Realty Trust, Inc.",2020-10-09,6798,1123557031.575,83691399.0
FBRX,"Forte Biosciences, Inc. Common Stock",2020-06-16,2834,17418287.98,14761261.0
FC,Franklin Covey Company,1992-06-03,8741,507595124.83,14342897.0
FCAP,First Capital Inc,1999-01-04,6035,110468861.25,3373095.0
FCAX,Fortress Capital Acquisition Corp.,2021-03-05,6770,491500000.0,50000000.0
FCBC,"First Community Bankshares, Inc. (VA)",1995-02-01,6022,468925207.5,16735375.0
FCCO,First Community Corp,1998-09-11,6022,140772558.888,7559760.0
FCEL,FuelCell Energy Inc  NEW (DE),1992-06-25,3620,1200902430.375,366687765.0
FCF,First Commonwealth Financial Corporation,1992-06-10,6021,1237436114.24,94316777.0
FCFS,"FirstCash Holdings, Inc. Common Stock",1992-08-17,5900,3196961765.735,47464357.0
FCN,"FTI Consulting, Inc.",1996-05-09,8742,5589664118.8,34470055.0
FCNCA,First Citizens BancShares Inc,1992-02-25,6022,9952994578.0,16001599.0
FCPT,"Four Corners Property Trust, Inc.",2015-10-29,6798,1956053382.92,80363738.0
FCRD,"First Eagle Alternative Capital BDC, Inc. Common Stock",2010-04-21,,108916181.92,29922028.0
FCUV,Focus Universal Inc. Common Stock,2014-07-30,3823,488605320.06,43703517.0
FCX,Freeport-McMoran Inc.,1995-08-01,1000,53215000000.00001,1450000000.0
FDBC,"Fidelity D & D Bancorp, Inc. Common Stock",2017-10-06,6021,217704345.96,5659068.0
FDMT,"4D Molecular Therapeutics, Inc. Common Stock",2020-12-11,2836,185239261.24,32299784.0
FDP,Fresh Del Monte Produce Inc.,1997-10-24,0100,1132828817.0900002,47818861.0
FDS,Factset Research Systems,1996-06-28,7370,13245422809.185,37896579.0
FDUS,Fidus Investment Corp.,2011-06-21,,425699508.00000006,24437400.0
FDX,FedEx Corporation,1978-04-12,4513,59429567909.700005,259178229.0
FE,FirstEnergy Corp.,1997-11-10,4911,21715408509.1,570932260.0
FEAM,"5E Advanced Materials, Inc. Common Stock",2022-03-15,1400,,
FEIM,"Frequency Electronics, Inc.",1983-09-01,3825,65449746.6,9283652.0
FELE,Franklin Electric Co Inc,1990-03-26,3621,3273425457.6000004,46313320.0
FEMY,Femasys Inc. Common Stock,2021-06-18,3841,16420917.899999999,11813610.0
FENC,Fennec Pharmaceuticals Inc. Common Stock,2002-01-28,2836,143216942.0,26039444.0
FERG,Ferguson plc,2010-12-02,,23414951607.435,213864471.0
FET,"Forum Energy Technologies, Inc.",2012-04-12,3533,134185046.43499999,5720957.0
FEXD,Fintech Ecosystem Development Corp. Class A Common Stock,2022-01-11,6770,144036350.0,14432500.0
FF,Future Fuel Corporation,1986-05-01,2860,318158776.60999995,43763243.0
FFBC,First Financial Bancorp,1983-12-21,6021,1833601234.5749998,94442505.0
FFBW,"FFBW, Inc. Common Stock",2017-10-11,6035,69050088.51,5711339.0
FFHL,"Fuwei Films (Holdings) Co., Ltd.",2006-12-19,,16427160.110000001,3265837.0
FFIC,Flushing Financial Corp,1995-11-21,6022,656407275.51,30347077.0
FFIE,Faraday Future Intelligent Electric Inc. Common Stock,2021-07-22,3711,705815515.42,302276452.0
